,text,BIO_anno
6879,的反正批了，没有任何为难，就问了一些简单的问题。。。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
6880,招行信卡都卡员上门办理的吗,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O
6881,一般的卡是，白卡网点理财经理办理,O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O
6882,你是升级是直办,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6883,直估计要资我如果只能先下金卡了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O
6884,提供了工牌社保卡，近月招行卡流水,O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N
6885,题，没有跑网升级金葵花，金卡直接买了50多砖理财，可以,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O
6886,一年多，注销了吧,O O O O B-COMMENTS_N I-COMMENTS_N O O
6887,砖网点搞，不然就等着，安心等着,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6888,封顶吧，我普卡68000,O O O O O B-PRODUCT I-PRODUCT O O O O O
6889,不是招商出2.5倍临时就会提固？,O O B-BANK I-BANK O O O O O O O O O O O O
6890,还有卡在ay和云闪付上能显示出来么？,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
6891,能手ay,O O O O
6892,没看这个人帖子，故意找的那种不上征信的租机，然后把手机卖了不还钱被催收了，你居然还说我诋毁别人，哎。,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6893,小卡怎么了？看不起？最少我没有赖账不还，没有逾期，没有被催收？,O B-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
6894,"招行私人银行客户100,000人均2,700,000,000请问老哥交行收益是怎么搞？没见入口",B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
6895,信用卡主要是拿来免息毛，无其他网贷记录逾期记录请信用卡录，只开了花呗30和白条（从未逾期。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O
6896,小菜卡消算了，注销了安心,O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ
6897,我也张卡，名字上挂着校园卡个字，毕1年额度依旧3000,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6898,今额或者年度限额到了？,O I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O
6899,答来啊，看看账户是否异常。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
6900,转个一块钱试试，一块钱都转不出，那就是拉黑了。,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6901,黑了办？？一毛都转不出啊,I-COMMENTS_ADJ O O O O O O O O O O O
6902,让你可用余额你就截图就行,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6903,刚才那张图，你再点击一下，然后你就会看到，有一个“卡片信息”，这个就能示是正常还是不正常,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6904,被非柜，应该是用来结算导致的吧，我以前用来结算POS机，也是这样。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6905,柜去银行会问原因吗？？本金还我就行啊，销卡无所谓的,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
6906,等，看会不会自动解封吗？？？,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
6907,你现在谨慎点，不是说一银行的问题，会成为当前的关注，你不是说有人打过你电话么，现在低调一点,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6908,反诈中心打电话的。确实被盯上了。然后过了一阵子卡就不能转账了,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6909,诈骗被封卡了，可以去柜台取钱后销卡，终生不能用招商。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O
6910,以调哪续瓷大金？,O O O O O B-PRODUCT I-PRODUCT O
6911,金能过是5万起步？,I-PRODUCT O O O O O O O O
6912,从哪儿听说工行大白金5万起步？,O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
6913,也在吧，香白，记错了？,O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O
6914,统拉你黑名么有要不换个分行试试。说不定就成功了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6915,么换分行，我也想换分行，着急,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6916,这样申毫义，除了自进入黑名单。,O O O O O O O O O O O O O O O
6917,我是换城作，二不给过,O O O O O O B-PRODUCT O O O
6918,有有公积金当天被拒了,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O
6919,想不么多人害怕多币种多账户的呢，打征信不就多打张纸，又不让你多掏一块钱。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
6920,只要没逾期，账户数没任何影响，只是对强迫症来说，一张卡多出来十几个账户看着不舒服，而且，除了香白以外，其的多币种卡又没什么特殊的权益，还不如申请单币种，想境外...,O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6921,看自己吧，只能大多数人下的都是菜卡必然会曲线销卡，累计起来看着还是很烦，一下卡毕业倒是无所谓,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6922,有管很多人害怕，不理解。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
6923,我行多种授卡房贷还是会通的,O I-BANK O O B-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O
6924,种症每次都拉信用报告。有的人就是喜欢干净整洁,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
6925,但是机构数要，影响多头授信的判断，导致了批卡的银行数越，申卡越难。,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O
6926,可能有的人强迫症，但信用信息不是天天拉的，只要不是,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
6927,不懂别瞎，这个只需云闪付款就可以抵扣了，元旦的时候我兑换了云闪付包在华润苏果超市买了个炒锅,O O O B-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O
6928,己的鸡红包吗,O O O O O O
6929,我的还议不超过100w我填了5都拒了,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O
6930,不样，我们有参考额度的,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
6931,老哥，我的也是，推荐10k不敢送人头。征信又黑又烂,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O B-COMMENTS_ADJ
6932,融e借，进出口，调的信用卡？在APP上面？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
6933,电话服调码,O O O O O
6934,借了两个。我去检查了etc和unbound,O O O O O O O O O O O O O O O O O O O O O
6935,卡还在邮寄中。不知道行不行,B-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6936,云闪付里有一款定制金白菜,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
6937,是什么？00的金牡丹？,O O O O O O O O O O O
6938,10行卡经不少你有没有发现，卡多了提额难？,O O O B-PRODUCT O O O O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O
6939,云闪付有定制的金白菜,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT
6940,最低的话，每个月利息不低啊。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6941,现在已经顾不利息的问题了，现在是每个月还最低看能不能保证征信了,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O
6942,你最还久了，工商可能还会降。你先试试和银行打电话，分期吧,O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O
6943,比你，因半，我是因为套现被一刀撸了,O O O O O O O O O O O O O O O O O
6944,知下月最低是不是含降额的部分,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O O
6945,5额度，咋搞上。哥2万额度万年不变，除了耐撸一毛不给,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
6946,议最低。一两期还行。还最低多了还会降，,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O
6947,银永远都是锦上添花。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
6948,哥有道理，我考虑到了这个问题了，可是一次性25000好难拿出来,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6949,老哥，这个道理我都懂，就是难啊，家家有本难念的。不知道还3个月最低能不能了，三个月能还上25000。,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
6950,试如果在降低就没办法了，恶性循环,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6951,样到期后先还最低之后再搞搞有没有别的路子填上，没有叫你一次全还上最起码能缓缓,O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6952,哥，话打了好多了，工行是铁不给啊，要逾期才可以协商,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
6953,可以还最的，利息太高了，五万每期利息都七百多了，也许还会降额的！我的从两万降到一万四，再降到七千，现在到三千了！...,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O
6954,我哭了居然么久，其他商业银行都是半年久开始了，第一次搞四大行竟然这么慢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6955,等一提一，一年前才提,O O O O O O O O O O
6956,夏有砖吧,I-BANK O O O
6957,8w还是800啊，我眼睛不好使,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6958,八万度还可以吧,O O I-COMMENTS_N O O O O
6959,头铁续千秋，下了20k，额度还是不错的,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6960,多条谁干的？,O O O O O O
6961,要明确一点呆帐和期是两个数据项，如果发生逾期，逾期记录还款后保留五年呆帐是账户态，银行给你修改销户，上报征信后，第二天就会更新成销户，呆帐就不见了。不...,O O O O O O O O I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
6962,恩那个姐是帮我做销户不影响其他银行也不显示征信只是以后可能和他们作就基本没戏了他的原话就是不知道销户以后有没有逾期记录我看坛里面几个工行的朋...,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-BANK I-BANK O O O O O
6963,以就不知道会不会显示逾期,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
6964,你这因为是逾期太久成的呆账，之前我看好几个老的征信，是呆账，自己去还清之后，那条变成了逾期多少多少个月，要等五年的，银行不肯帮他处理。你这个是肯帮你...,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6965,这个你问楚，按她说的是直接显示已销户，不再显示呆账或者逾期，所以才说不用5年不会影响别的银行。因为正常情况下，呆账处理完，即便你自己销户，征信也显示卡片逾期...,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6966,的有时候怎显吧她说到时候随时找她,O I-COMMENTS_ADJ O O O O O O O O O O O O O O
6967,毛，我呆账然还户，征信上看不到呆，变成了已销户，有逾期。逾期记录还是在的,O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O
6968,但征信报告面是13000协商只处理了一半,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
6969,就不了?是年处理了??征信马上给我改成销户的??今年一月又变回呆账??我又找卡部又改成销户了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
6970,你的子在还响吗,O O O O O O O
6971,正了都了??其他行能下卡??能提额,O O O O O O O O O O O B-PRODUCT O O O O O
6972,我09年的本金一万到在算了将近十三万，六七年前还了一万二我这个处理难？估计得多少,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6973,其实相于银的本金已经还完了？,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6974,我妈信用卡都了额度，不过提不出，审批不通过,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6975,有信用和度就是下不了,O B-PRODUCT I-PRODUCT O I-COMMENTS_N O O O O O
6976,点出额度的话，貌似有信用卡也会出,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
6977,面思?都说查征信了,O O O O O O O O O
6978,借次了，没提过，借多少借多久都没关系，利息是按天收的，我的2w利息3块左右一天,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6979,你看这么多帖子你总归能看到两眼，只不过这个盾有点困难，而且很多都收钱。,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
6980,信用卡有额度，一直是3k，非常稳定,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6981,我本金10万现在4年多年了，利息本金涨2万了，不道在去协商能不能减免利息啊..你去卡部协商减免利息也不行吗？...,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
6982,本金5W逾期5年连本带利16万多，支行分行省行找遍了，材料递交一大堆，一分没减少，天天计息，够狠够黑,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6983,016逾期，3万本金现在6万6千多了，前天去协商了，一分不能少。,O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6984,资卡锁了好烦躁,I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6985,能换还早点还吧。。重新重组分期也可以啊。。我这个逾期5年了，连分期都不给了。。只能一次性还款。说是可以减免一点。都不知道多少。让去卡部细谈...,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
6986,我本金1万4年多已经5年了，利息和本金都涨到2,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O
6987,本金5W逾期5年，连利息都超过16万。树枝树枝到处都找遍了,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O
6988,3年应该没问题?他乐意只还本?我也是谈判进展如何？,O O O O O O O O O O O O O B-COMMENTS_N O O O O O O O O O O O
6989,你的利息比我的多。?我本金是十万?五年过了，本息2,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
6990,忘要的??取现??然后存起来,O O O O O O O O O O O O O O
6991,是的，是的。已过了2个月了，是不是证明安全了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6992,刚刚我试了下可以额了显处理你去试试我是波的,O O O O O O O O I-COMMENTS_N O O O O O O O O O O O O
6993,成了没??点提额是不是要查询征信啊我看了下宁波确实放开了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6994,用收到续息电提,O O O O O O O
6995,工行可以邮异地，我刚换的。,B-BANK I-BANK O O O O O O O O O O O
6996,那你都是在外省吗，就是申请地和你现在申请卡的地方不是一个省。,O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O
6997,超简单的事，就打电话说你这两个月在出差中。只怕没卡，正常使用，不怕续不了卡。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O B-PRODUCT O
6998,不是首卡,O O B-PRODUCT I-PRODUCT
6999,该问题不大，续卡又不是办卡。我也是外省了，最快的两年后交通到期。,O O O O O O O B-PRODUCT O O O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O
7000,招商银行信用卡动不动打电话分期真烦,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ
7001,话激活，工行怎么知道你是在本地还是外地？,O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O O O O O O O O O O O O O O
7002,你们都是外省的，也就是你申请续签卡的地方,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
7003,异地应该问题不大。续卡不卡?我也是外省的，最快的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7004,没有收到续费息后提打改地址,O O O O B-PRODUCT I-PRODUCT O O O O O O O
7005,非常方便，没必要，就算改了发卡，线分还是II卡，可以激活手机。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O
7006,了?建行卡基本无望了,O O O O B-PRODUCT O O O O O
7007,建行第五，工行第六能下不？,B-BANK I-BANK O O O B-BANK I-BANK O O O O O O
7008,我是五卡秒批行六卡秒工行。,O O O B-PRODUCT O O I-BANK O B-PRODUCT O B-BANK I-BANK O
7009,我工行就是第十行下的卡老农一直申请下来，现在销卡准备申请农行,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK
7010,行第九行，工行十九行,I-BANK O O O O B-BANK I-BANK O O O
7011,慢养，换白金本6万封顶了！,I-COMMENTS_ADJ O O O O O O O O O O O O
7012,准备第五行试，过不了就算了，工行准备第六行！,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O
7013,我没看到下家银行,O O O O O O O O
7014,你有十行卡。建行基本没救了。,O O O O B-PRODUCT O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
7015,大不光普提还能曲线了吗？,O O O O O O O O O O O O
7016,工行的额度就像坐过山车,B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O
7017,发信用可开云闪付、苹果支付、华为支付、小米支付支付方式还挺多,O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7018,额度没出，刷5次免年费，销了黑白菜用这个（没实体卡的话）+实体普卡，权益额度可以,B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O
7019,工行有这个卡？,B-BANK I-BANK O O O B-PRODUCT O
7020,不是体卡，的说一声,O O O B-PRODUCT O O O O O
7021,这实体卡当年创了新,O O O B-PRODUCT O O O O O
7022,短信正制不知道有没有实体卡，额度还没出,O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O
7023,我字有实体卡？真的假的？,O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O B-COMMENTS_ADJ O O
7024,竟有实卡，拿到实体卡告诉，我也去一张，有卡还是放心些,O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7025,人民币美元双币卡，数字卡没有实体卡，以前的红白菜卡面,O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O
7026,，这卡银联通道吗？只有visa的话在国内用不了啊，visa没有支付牌照，也绑不了微信支付宝吧。,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
7027,老，我的这张通了，在工银e生活数字卡专区直接激活了,O O O O O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
